record_id,device_id,session_id,step_in_session,timestamp,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,vibration_rms_g,temperature_c,fault_level,fault_name,severity_score
6166,DC_Mini_Motor_01,21,58,2026-05-02 15:42:17,-0.0017,0.0376,1.0526,-2.545,1.367,-0.411,0.0611,34.17,5,NORMAL,0
6167,DC_Mini_Motor_01,21,59,2026-05-02 15:42:32,-0.0607,-0.0104,1.0137,-0.133,-0.565,1.618,0.0708,33.73,5,NORMAL,0
6168,DC_Mini_Motor_01,21,60,2026-05-02 15:42:47,0.0576,-0.0523,1.0312,-0.384,0.717,0.238,0.0757,33.66,5,NORMAL,0
6169,DC_Mini_Motor_01,21,61,2026-05-02 15:43:02,0.039,0.026,1.0609,-0.018,0.075,-1.679,0.0635,33.77,5,NORMAL,0
6170,DC_Mini_Motor_01,21,62,2026-05-02 15:43:17,-0.054,0.0383,0.9926,0.276,1.931,-1.764,0.0632,33.82,5,NORMAL,0
6171,DC_Mini_Motor_01,21,63,2026-05-02 15:43:32,0.0402,-0.0405,1.0199,-0.506,0.661,0.815,0.0553,34.58,5,NORMAL,0
6172,DC_Mini_Motor_01,21,64,2026-05-02 15:43:47,-0.0563,0.0113,0.9628,2.091,1.755,0.282,0.0599,33.6,5,NORMAL,0
6173,DC_Mini_Motor_01,21,65,2026-05-02 15:44:02,-0.0144,0.0644,0.9554,-1.441,-0.274,1.901,0.0651,33.78,5,NORMAL,0
6174,DC_Mini_Motor_01,21,66,2026-05-02 15:44:17,0.0341,0.0031,1.043,-0.738,-0.69,1.293,0.0561,33.57,5,NORMAL,0
6175,DC_Mini_Motor_01,21,67,2026-05-02 15:44:32,-0.0134,0.0539,1.0569,0.5,0.257,-0.702,0.0644,34.55,5,NORMAL,0
6176,DC_Mini_Motor_01,21,68,2026-05-02 15:44:47,0.0297,0.0311,1.0271,0.629,0.067,0.847,0.0587,33.67,5,NORMAL,0
6177,DC_Mini_Motor_01,21,69,2026-05-02 15:45:02,-0.0353,-0.0141,0.9401,0.756,0.043,1.106,0.0714,34.27,5,NORMAL,0
6178,DC_Mini_Motor_01,21,70,2026-05-02 15:45:17,-0.0326,-0.0592,0.9824,-0.53,-1.151,-1.039,0.0643,33.7,5,NORMAL,0
6179,DC_Mini_Motor_01,21,71,2026-05-02 15:45:32,-0.0417,0.0216,1.0162,-0.293,-0.624,-0.841,0.0437,33.72,5,NORMAL,0
6180,DC_Mini_Motor_01,21,72,2026-05-02 15:45:47,-0.0699,-0.0089,0.9391,1.221,-0.438,0.197,0.0699,34.68,5,NORMAL,0
6181,DC_Mini_Motor_01,21,73,2026-05-02 15:46:02,0.0085,0.0607,0.9672,0.455,0.301,0.914,0.0733,34.52,5,NORMAL,0
6182,DC_Mini_Motor_01,21,74,2026-05-02 15:46:17,0.0048,0.0132,1.0624,-1.596,-1.263,3.222,0.0783,34.06,5,NORMAL,0
6183,DC_Mini_Motor_01,21,75,2026-05-02 15:46:32,-0.0053,-0.0363,0.9406,-0.526,1.25,1.676,0.0541,34.61,5,NORMAL,0
6184,DC_Mini_Motor_01,21,76,2026-05-02 15:46:47,-0.0348,0.0094,1.0257,0.156,-0.63,-1.412,0.0435,33.98,5,NORMAL,0
6185,DC_Mini_Motor_01,21,77,2026-05-02 15:47:02,0.0696,0.0504,1.0003,-0.438,-0.796,1.548,0.0706,33.19,5,NORMAL,0
6186,DC_Mini_Motor_01,21,78,2026-05-02 15:47:17,0.0381,0.0333,0.9722,-1.201,1.846,-0.189,0.0528,34.47,5,NORMAL,0
6187,DC_Mini_Motor_01,21,79,2026-05-02 15:47:32,-0.0095,0.009,0.9498,0.39,-1.34,-1.26,0.0624,34.49,5,NORMAL,0
6188,DC_Mini_Motor_01,21,80,2026-05-02 15:47:47,0.0603,0.0074,0.963,-0.145,-0.775,-0.577,0.0696,33.46,5,NORMAL,0
6189,DC_Mini_Motor_01,21,81,2026-05-02 15:48:02,-0.0427,-0.0315,1.0705,0.036,0.44,-1.949,0.0693,34.44,5,NORMAL,0
6190,DC_Mini_Motor_01,21,82,2026-05-02 15:48:17,0.0097,-0.047,1.0131,0.009,1.234,-0.568,0.0457,33.82,5,NORMAL,0
6191,DC_Mini_Motor_01,21,83,2026-05-02 15:48:32,0.0485,-0.0291,0.9487,-0.013,0.666,-1.135,0.0762,34.38,5,NORMAL,0
6192,DC_Mini_Motor_01,21,84,2026-05-02 15:48:47,0.0302,0.0099,0.9914,2.801,0.748,-1.935,0.0386,35.86,4,WATCH,1
6193,DC_Mini_Motor_01,21,85,2026-05-02 15:49:02,-0.0197,-0.0572,0.9486,-2.492,-0.986,-1.081,0.0744,33.97,5,NORMAL,0
6194,DC_Mini_Motor_01,21,86,2026-05-02 15:49:17,-0.0745,0.031,1.0288,0.194,-0.59,-0.488,0.0757,34.49,5,NORMAL,0
6195,DC_Mini_Motor_01,21,87,2026-05-02 15:49:32,-0.0045,0.0063,0.9591,0.545,-0.855,-0.442,0.0482,33.55,5,NORMAL,0
6196,DC_Mini_Motor_01,21,88,2026-05-02 15:49:47,-0.0086,-0.0111,1.0473,0.224,0.114,0.707,0.0382,34.54,5,NORMAL,0
6197,DC_Mini_Motor_01,21,89,2026-05-02 15:50:02,0.0281,-0.0127,0.9549,-0.015,0.449,-0.181,0.0437,33.94,5,NORMAL,0
6198,DC_Mini_Motor_01,21,90,2026-05-02 15:50:17,-0.0393,0.0119,0.9705,0.93,-0.206,0.356,0.0598,34.26,5,NORMAL,0
6199,DC_Mini_Motor_01,21,91,2026-05-02 15:50:32,-0.016,-0.0035,1.0674,-0.201,0.51,1.271,0.0597,34.95,5,NORMAL,0
6200,DC_Mini_Motor_01,21,92,2026-05-02 15:50:47,0.0257,-0.0236,1.0174,0.03,0.024,-1.328,0.0668,34.88,5,NORMAL,0
6201,DC_Mini_Motor_01,21,93,2026-05-02 15:51:02,0.005,-0.0034,0.9571,0.552,0.636,0.172,0.0455,34.03,5,NORMAL,0
6202,DC_Mini_Motor_01,21,94,2026-05-02 15:51:17,0.0174,-0.035,1.0423,1.767,-1.368,0.894,0.0558,34.49,5,NORMAL,0
6203,DC_Mini_Motor_01,21,95,2026-05-02 15:51:32,0.0252,0.0086,0.9547,-1.495,-0.222,-0.14,0.0619,35.09,4,WATCH,1
6204,DC_Mini_Motor_01,21,96,2026-05-02 15:51:47,-0.051,-0.0331,1.0462,1.307,0.878,-1.642,0.0713,34.47,5,NORMAL,0
6205,DC_Mini_Motor_01,21,97,2026-05-02 15:52:02,-0.0386,-0.0129,1.0201,1.96,0.511,-0.759,0.0553,32.94,5,NORMAL,0
6206,DC_Mini_Motor_01,21,98,2026-05-02 15:52:17,-0.0234,-0.0204,0.9113,1.179,-0.687,-0.555,0.0689,34.29,5,NORMAL,0
6207,DC_Mini_Motor_01,21,99,2026-05-02 15:52:32,0.0112,-0.0021,1.0694,-1.094,-1.321,-0.95,0.081,34.17,5,NORMAL,0
6208,DC_Mini_Motor_01,21,100,2026-05-02 15:52:47,0.033,0.0554,1.0567,1.089,0.423,0.106,0.0743,34.7,5,NORMAL,0
6209,DC_Mini_Motor_01,21,101,2026-05-02 15:53:02,0.0089,-0.0473,0.9894,0.249,1.433,-0.031,0.0464,34.86,5,NORMAL,0
6210,DC_Mini_Motor_01,21,102,2026-05-02 15:53:17,0.0321,-0.0321,0.9548,-3.185,-1.657,-1.895,0.0614,34.7,5,NORMAL,0
6211,DC_Mini_Motor_01,21,103,2026-05-02 15:53:32,0.0535,-0.0342,0.9871,-1.338,-0.477,0.968,0.0727,33.51,5,NORMAL,0
6212,DC_Mini_Motor_01,21,104,2026-05-02 15:53:47,-0.0683,-0.0278,0.9835,-0.998,0.952,-0.352,0.0755,34.93,5,NORMAL,0
6213,DC_Mini_Motor_01,21,105,2026-05-02 15:54:02,-0.0312,-0.0112,1.0439,-1.428,-0.061,-0.837,0.0589,34.53,5,NORMAL,0
6214,DC_Mini_Motor_01,21,106,2026-05-02 15:54:17,-0.0409,-0.0296,1.0551,-4.176,-1.086,-3.768,0.071,35.21,4,WATCH,1
6215,DC_Mini_Motor_01,21,107,2026-05-02 15:54:32,-0.0372,0.0058,0.9459,1.035,1.735,-0.55,0.051,34.04,5,NORMAL,0
6216,DC_Mini_Motor_01,21,108,2026-05-02 15:54:47,-0.009,0.0188,0.9663,0.435,1.471,-0.564,0.0436,34.2,5,NORMAL,0
6217,DC_Mini_Motor_01,21,109,2026-05-02 15:55:02,0.046,0.0094,0.9334,1.42,0.503,-0.234,0.0758,34.7,5,NORMAL,0
6218,DC_Mini_Motor_01,21,110,2026-05-02 15:55:17,-0.0038,0.0342,1.0544,0.772,1.658,-0.042,0.0455,34.08,5,NORMAL,0
6219,DC_Mini_Motor_01,21,111,2026-05-02 15:55:32,0.0328,-0.0647,1.041,-0.689,0.896,0.074,0.0845,33.89,5,NORMAL,0
6220,DC_Mini_Motor_01,21,112,2026-05-02 15:55:47,-0.0624,-0.0265,0.9627,-0.594,0.963,-2.843,0.0715,35.03,4,WATCH,1
6221,DC_Mini_Motor_01,21,113,2026-05-02 15:56:02,0.0486,-0.0273,1.0474,0.175,2.566,-2.195,0.0756,35.03,4,WATCH,1
6222,DC_Mini_Motor_01,21,114,2026-05-02 15:56:17,-0.0272,-0.011,0.9747,-0.65,-1.002,0.412,0.0554,34.0,5,NORMAL,0
6223,DC_Mini_Motor_01,21,115,2026-05-02 15:56:32,0.0574,-0.0639,1.0227,0.467,0.695,-0.931,0.0778,34.58,5,NORMAL,0
6224,DC_Mini_Motor_01,21,116,2026-05-02 15:56:47,-0.0259,0.0177,0.9515,0.983,1.248,-0.558,0.064,33.16,5,NORMAL,0
6225,DC_Mini_Motor_01,21,117,2026-05-02 15:57:02,-0.0084,0.0023,1.0515,-0.14,-1.597,1.19,0.0416,33.73,5,NORMAL,0
6226,DC_Mini_Motor_01,21,118,2026-05-02 15:57:17,-0.053,0.0229,0.9748,0.655,-0.085,-0.534,0.0643,33.9,5,NORMAL,0
6227,DC_Mini_Motor_01,21,119,2026-05-02 15:57:32,0.0449,-0.0313,0.9962,-0.223,0.569,1.516,0.0656,34.37,5,NORMAL,0
6228,DC_Mini_Motor_01,21,120,2026-05-02 15:57:47,-0.0161,0.0128,1.0512,1.72,0.504,-0.44,0.0591,34.54,5,NORMAL,0
6229,DC_Mini_Motor_01,21,121,2026-05-02 15:58:02,-0.0063,0.0864,1.0387,0.524,-0.343,0.743,0.0885,33.67,5,NORMAL,0
6230,DC_Mini_Motor_01,21,122,2026-05-02 15:58:17,0.0383,0.0101,1.0091,0.173,-1.306,-0.441,0.0494,35.31,4,WATCH,1
6231,DC_Mini_Motor_01,21,123,2026-05-02 15:58:32,0.0624,-0.0094,1.0152,0.846,-1.186,-0.339,0.0485,33.72,5,NORMAL,0
6232,DC_Mini_Motor_01,21,124,2026-05-02 15:58:47,-0.0005,0.025,1.0582,1.394,-1.915,-0.937,0.0634,34.27,5,NORMAL,0
6233,DC_Mini_Motor_01,21,125,2026-05-02 15:59:02,0.02,-0.0127,1.0565,0.693,-0.289,-1.832,0.0655,33.81,5,NORMAL,0
6234,DC_Mini_Motor_01,21,126,2026-05-02 15:59:17,-0.0739,-0.0212,1.0086,1.991,-2.769,0.204,0.0694,34.35,5,NORMAL,0
6235,DC_Mini_Motor_01,21,127,2026-05-02 15:59:32,-0.032,-0.0522,1.0205,1.266,1.826,0.457,0.0582,34.21,5,NORMAL,0
6236,DC_Mini_Motor_01,21,128,2026-05-02 15:59:47,-0.0291,-0.0307,0.9867,1.527,0.51,0.607,0.0396,34.26,5,NORMAL,0
6237,DC_Mini_Motor_01,21,129,2026-05-02 16:00:02,-0.0062,0.0031,1.0455,1.934,-1.412,0.265,0.0418,34.08,5,NORMAL,0
6238,DC_Mini_Motor_01,21,130,2026-05-02 16:00:17,-0.0013,-0.0458,0.9321,0.014,-0.143,1.046,0.069,34.34,5,NORMAL,0
6239,DC_Mini_Motor_01,21,131,2026-05-02 16:00:32,-0.0256,-0.0044,1.0541,-0.477,0.497,1.029,0.0605,34.21,5,NORMAL,0
6240,DC_Mini_Motor_01,21,132,2026-05-02 16:00:47,0.0345,-0.028,0.9215,2.754,-1.258,1.936,0.0806,35.19,4,WATCH,1
6241,DC_Mini_Motor_01,21,133,2026-05-02 16:01:02,-0.058,0.023,1.05,0.698,-1.6,-1.507,0.065,34.83,5,NORMAL,0
6242,DC_Mini_Motor_01,21,134,2026-05-02 16:01:17,0.0524,-0.0169,0.9905,0.159,1.302,-2.726,0.0619,34.7,5,NORMAL,0
6243,DC_Mini_Motor_01,21,135,2026-05-02 16:01:32,0.0087,-0.011,1.0279,0.728,-0.497,-2.22,0.0421,34.66,5,NORMAL,0
6244,DC_Mini_Motor_01,21,136,2026-05-02 16:01:47,-0.0056,-0.0053,1.0468,-1.543,0.403,1.671,0.0442,34.52,5,NORMAL,0
6245,DC_Mini_Motor_01,21,137,2026-05-02 16:02:02,-0.0028,-0.0124,0.9158,0.699,-1.835,1.51,0.0668,34.23,5,NORMAL,0
6246,DC_Mini_Motor_01,21,138,2026-05-02 16:02:17,0.0271,0.0561,1.0229,-1.158,0.642,0.021,0.0622,34.94,5,NORMAL,0
6247,DC_Mini_Motor_01,21,139,2026-05-02 16:02:32,0.0659,0.0085,0.9483,-0.801,-0.296,-1.227,0.0708,33.92,5,NORMAL,0
6248,DC_Mini_Motor_01,21,140,2026-05-02 16:02:47,-0.032,-0.0247,0.9397,-0.07,-0.485,-0.955,0.0681,34.62,5,NORMAL,0
6249,DC_Mini_Motor_01,21,141,2026-05-02 16:03:02,-0.0619,-0.0224,1.0528,-0.695,0.173,1.04,0.0706,34.06,5,NORMAL,0
6250,DC_Mini_Motor_01,21,142,2026-05-02 16:03:17,0.0386,-0.0255,1.0393,-1.022,1.629,-0.853,0.0644,33.69,5,NORMAL,0
6251,DC_Mini_Motor_01,21,143,2026-05-02 16:03:32,-0.0123,0.0499,0.9781,0.405,1.57,1.275,0.0737,33.92,5,NORMAL,0
6252,DC_Mini_Motor_01,21,144,2026-05-02 16:03:47,0.0123,0.0751,1.0253,-1.393,1.222,-0.823,0.08,33.81,5,NORMAL,0
6253,DC_Mini_Motor_01,21,145,2026-05-02 16:04:02,-0.0667,-0.0182,0.9966,-0.708,2.011,0.493,0.0643,35.05,4,WATCH,1
6254,DC_Mini_Motor_01,21,146,2026-05-02 16:04:17,0.0175,-0.0178,1.0661,-0.619,0.475,0.264,0.0694,33.6,5,NORMAL,0
6255,DC_Mini_Motor_01,21,147,2026-05-02 16:04:32,0.0289,-0.0491,0.9631,0.042,-0.635,-1.286,0.0651,34.05,5,NORMAL,0
6256,DC_Mini_Motor_01,21,148,2026-05-02 16:04:47,-0.0676,-0.0357,0.9772,1.624,0.157,-1.364,0.0701,34.5,5,NORMAL,0
6257,DC_Mini_Motor_01,21,149,2026-05-02 16:05:02,-0.0397,-0.0102,0.998,1.555,-0.04,-0.783,0.0433,34.39,5,NORMAL,0
6258,DC_Mini_Motor_01,21,150,2026-05-02 16:05:17,-0.0189,-0.003,1.041,-0.32,1.07,-1.668,0.0541,34.25,5,NORMAL,0
6259,DC_Mini_Motor_01,21,151,2026-05-02 16:05:32,-0.003,0.0149,1.0185,-0.144,0.91,-0.339,0.0311,34.41,5,NORMAL,0
6260,DC_Mini_Motor_01,21,152,2026-05-02 16:05:47,0.0084,0.0036,1.0522,0.898,0.053,0.834,0.056,33.74,5,NORMAL,0
6261,DC_Mini_Motor_01,21,153,2026-05-02 16:06:02,0.0589,0.0435,1.033,1.453,-0.156,1.045,0.0665,33.39,5,NORMAL,0
6262,DC_Mini_Motor_01,21,154,2026-05-02 16:06:17,-0.0278,-0.0063,1.0609,0.065,-1.364,-0.189,0.0723,34.55,5,NORMAL,0
6263,DC_Mini_Motor_01,21,155,2026-05-02 16:06:32,0.0068,0.0516,0.971,-0.65,0.008,1.506,0.0562,34.1,5,NORMAL,0
6264,DC_Mini_Motor_01,21,156,2026-05-02 16:06:47,0.011,0.0452,0.9549,0.451,0.71,-1.587,0.0554,34.8,5,NORMAL,0
6265,DC_Mini_Motor_01,21,157,2026-05-02 16:07:02,0.0116,-0.0079,0.924,0.954,-1.935,-1.93,0.073,35.06,4,WATCH,1
6266,DC_Mini_Motor_01,21,158,2026-05-02 16:07:17,0.054,0.036,1.0078,0.3,-0.263,-1.785,0.0806,34.03,5,NORMAL,0
6267,DC_Mini_Motor_01,21,159,2026-05-02 16:07:32,-0.0136,0.0095,1.0097,-0.404,0.665,0.399,0.0405,34.85,5,NORMAL,0
6268,DC_Mini_Motor_01,21,160,2026-05-02 16:07:47,0.0287,-0.052,0.9552,-1.655,-0.375,0.155,0.0602,34.28,5,NORMAL,0
6269,DC_Mini_Motor_01,21,161,2026-05-02 16:08:02,-0.0473,0.0852,1.0053,-0.486,0.637,-1.672,0.0854,34.13,5,NORMAL,0
6270,DC_Mini_Motor_01,21,162,2026-05-02 16:08:17,-0.0348,0.0124,0.91,-0.397,-0.774,-1.888,0.0908,34.87,5,NORMAL,0
6271,DC_Mini_Motor_01,21,163,2026-05-02 16:08:32,0.0329,0.0154,0.9469,-0.47,-1.203,0.594,0.0642,34.76,5,NORMAL,0
6272,DC_Mini_Motor_01,21,164,2026-05-02 16:08:47,0.0191,-0.0133,1.0746,0.32,-0.306,0.514,0.0706,33.87,5,NORMAL,0
6273,DC_Mini_Motor_01,21,165,2026-05-02 16:09:02,0.0112,-0.048,0.9693,1.032,-0.685,0.162,0.0621,34.59,5,NORMAL,0
6274,DC_Mini_Motor_01,21,166,2026-05-02 16:09:17,-0.0009,0.0741,1.0364,0.118,-0.139,0.506,0.0741,34.04,5,NORMAL,0
6275,DC_Mini_Motor_01,21,167,2026-05-02 16:09:32,-0.062,-0.0504,1.0218,-0.575,0.329,1.706,0.0882,34.32,5,NORMAL,0
6276,DC_Mini_Motor_01,21,168,2026-05-02 16:09:47,-0.042,-0.055,1.0401,0.454,-1.074,-0.531,0.0723,34.0,5,NORMAL,0
6277,DC_Mini_Motor_01,21,169,2026-05-02 16:10:02,0.0175,-0.0358,1.0925,-1.391,-0.921,0.368,0.0933,34.43,5,NORMAL,0
6278,DC_Mini_Motor_01,21,170,2026-05-02 16:10:17,0.0204,0.0006,1.0206,-1.808,1.06,1.23,0.0579,34.16,5,NORMAL,0
6279,DC_Mini_Motor_01,21,171,2026-05-02 16:10:32,-0.053,-0.0008,1.0314,-0.411,0.364,-0.196,0.0616,34.4,5,NORMAL,0
6280,DC_Mini_Motor_01,21,172,2026-05-02 16:10:47,-0.0118,0.0036,0.9374,-0.174,0.853,-4.456,0.0757,34.97,5,NORMAL,0
6281,DC_Mini_Motor_01,21,173,2026-05-02 16:11:02,0.0133,-0.0559,1.0378,-0.463,-0.121,-1.12,0.0645,34.49,5,NORMAL,0
6282,DC_Mini_Motor_01,21,174,2026-05-02 16:11:17,-0.0267,0.0437,1.0348,-0.824,-1.088,-0.704,0.0501,33.09,5,NORMAL,0
6283,DC_Mini_Motor_01,21,175,2026-05-02 16:11:32,0.0198,0.0437,1.0149,-0.843,-0.457,-1.423,0.0519,34.01,5,NORMAL,0
6284,DC_Mini_Motor_01,21,176,2026-05-02 16:11:47,0.0113,0.0339,0.91,-1.712,-0.082,-0.373,0.0851,34.64,5,NORMAL,0
6285,DC_Mini_Motor_01,21,177,2026-05-02 16:12:02,-0.0514,-0.029,0.9951,-1.18,0.483,1.648,0.0515,33.96,5,NORMAL,0
6286,DC_Mini_Motor_01,21,178,2026-05-02 16:12:17,0.0552,-0.025,1.0613,0.913,-0.511,-0.186,0.085,34.32,5,NORMAL,0
6287,DC_Mini_Motor_01,21,179,2026-05-02 16:12:32,0.0436,-0.023,1.0391,-2.874,2.469,-0.385,0.0542,34.15,5,NORMAL,0
6288,DC_Mini_Motor_01,21,180,2026-05-02 16:12:47,0.0381,0.0104,1.0103,-0.304,0.351,-0.97,0.0481,34.47,5,NORMAL,0
6289,DC_Mini_Motor_01,21,181,2026-05-02 16:13:02,0.0167,0.0028,1.0795,-1.409,0.502,-0.993,0.0676,33.7,5,NORMAL,0
6290,DC_Mini_Motor_01,21,182,2026-05-02 16:13:17,-0.0363,-0.017,0.9505,-0.23,0.981,-0.269,0.0628,33.65,5,NORMAL,0
6291,DC_Mini_Motor_01,21,183,2026-05-02 16:13:32,-0.001,0.0567,1.0094,-0.166,0.443,-0.727,0.0499,34.13,5,NORMAL,0
6292,DC_Mini_Motor_01,21,184,2026-05-02 16:13:47,-0.0266,-0.0357,0.9377,-0.335,1.416,0.873,0.0886,34.52,5,NORMAL,0
6293,DC_Mini_Motor_01,21,185,2026-05-02 16:14:02,-0.0402,0.0454,1.0076,-1.939,-0.519,0.56,0.0552,34.53,5,NORMAL,0
6294,DC_Mini_Motor_01,21,186,2026-05-02 16:14:17,-0.0266,-0.0119,1.0818,0.578,1.651,-2.078,0.0713,34.02,5,NORMAL,0
6295,DC_Mini_Motor_01,21,187,2026-05-02 16:14:32,0.0326,-0.024,0.9741,0.808,-0.929,-0.376,0.0576,34.08,5,NORMAL,0
6296,DC_Mini_Motor_01,21,188,2026-05-02 16:14:47,0.0073,0.0156,1.0608,-1.267,-1.851,0.545,0.0649,33.87,5,NORMAL,0
6297,DC_Mini_Motor_01,21,189,2026-05-02 16:15:02,0.0216,-0.0278,1.0348,1.695,-0.391,1.312,0.061,34.33,5,NORMAL,0
6298,DC_Mini_Motor_01,21,190,2026-05-02 16:15:17,-0.0147,0.017,1.0528,0.208,-2.329,0.346,0.0737,34.53,5,NORMAL,0
6299,DC_Mini_Motor_01,21,191,2026-05-02 16:15:32,-0.0693,0.02,0.9669,-1.837,0.371,-0.519,0.0678,34.96,5,NORMAL,0
6300,DC_Mini_Motor_01,21,192,2026-05-02 16:15:47,0.0029,0.002,0.9177,-0.694,0.793,-1.465,0.0699,34.44,5,NORMAL,0
6301,DC_Mini_Motor_01,21,193,2026-05-02 16:16:02,0.011,-0.0163,1.0606,1.96,-1.192,1.746,0.0743,34.06,5,NORMAL,0
6302,DC_Mini_Motor_01,21,194,2026-05-02 16:16:17,0.0719,0.0166,0.9844,0.4,1.022,-0.912,0.0712,33.33,5,NORMAL,0
6303,DC_Mini_Motor_01,21,195,2026-05-02 16:16:32,-0.0415,0.0152,0.9911,0.566,-0.979,0.396,0.0668,33.98,5,NORMAL,0
6304,DC_Mini_Motor_01,21,196,2026-05-02 16:16:47,0.0137,-0.0786,1.0096,-0.534,1.455,0.102,0.0785,34.93,5,NORMAL,0
6305,DC_Mini_Motor_01,21,197,2026-05-02 16:17:02,0.0032,-0.0198,0.9801,-0.364,2.168,-0.942,0.0308,35.19,4,WATCH,1
6306,DC_Mini_Motor_01,21,198,2026-05-02 16:17:17,0.0293,-0.019,1.0492,-0.907,0.2,-0.506,0.0616,34.7,5,NORMAL,0
6307,DC_Mini_Motor_01,21,199,2026-05-02 16:17:32,0.0506,0.0249,1.0283,1.663,0.607,-2.582,0.0564,34.89,5,NORMAL,0
6308,DC_Mini_Motor_01,21,200,2026-05-02 16:17:47,-0.0333,0.0171,0.9489,0.524,0.408,2.821,0.0561,34.51,5,NORMAL,0
6309,DC_Mini_Motor_01,21,201,2026-05-02 16:18:02,-0.0083,0.0001,1.0433,0.728,0.232,1.801,0.0473,34.05,5,NORMAL,0
6310,DC_Mini_Motor_01,21,202,2026-05-02 16:18:17,0.0033,0.0214,0.9492,-2.566,-1.965,0.767,0.0575,34.29,5,NORMAL,0
6311,DC_Mini_Motor_01,21,203,2026-05-02 16:18:32,0.0068,-0.0015,1.0875,-0.392,-0.067,1.15,0.0855,34.0,5,NORMAL,0
6312,DC_Mini_Motor_01,21,204,2026-05-02 16:18:47,0.0331,-0.008,0.9542,-1.773,-0.319,-0.504,0.0777,33.82,5,NORMAL,0
6313,DC_Mini_Motor_01,21,205,2026-05-02 16:19:02,0.0153,-0.009,0.9567,-0.556,-0.058,0.13,0.0611,34.11,5,NORMAL,0
6314,DC_Mini_Motor_01,21,206,2026-05-02 16:19:17,0.0238,-0.0354,0.9857,0.611,-0.6,-1.332,0.059,34.35,5,NORMAL,0
6315,DC_Mini_Motor_01,21,207,2026-05-02 16:19:32,0.0132,0.0014,0.9532,-3.021,1.102,3.981,0.0533,35.57,4,WATCH,1
6316,DC_Mini_Motor_01,21,208,2026-05-02 16:19:47,0.0117,-0.044,1.0598,0.445,1.17,1.555,0.0652,34.08,5,NORMAL,0
6317,DC_Mini_Motor_01,21,209,2026-05-02 16:20:02,0.0505,-0.0518,1.0021,0.228,-0.857,0.713,0.0725,34.8,5,NORMAL,0
6318,DC_Mini_Motor_01,21,210,2026-05-02 16:20:17,0.0321,0.0247,1.051,1.144,-1.043,-1.35,0.0603,34.53,5,NORMAL,0
6319,DC_Mini_Motor_01,21,211,2026-05-02 16:20:32,-0.0083,-0.0053,0.9118,-2.206,0.101,0.809,0.0792,34.33,5,NORMAL,0
6320,DC_Mini_Motor_01,21,212,2026-05-02 16:20:47,-0.0187,0.0397,0.945,-0.059,-0.503,-0.023,0.0533,34.97,5,NORMAL,0
6321,DC_Mini_Motor_01,21,213,2026-05-02 16:21:02,-0.0554,-0.0528,0.99,-2.596,-3.265,0.094,0.0771,33.12,5,NORMAL,0
6322,DC_Mini_Motor_01,21,214,2026-05-02 16:21:17,-0.0202,-0.0268,1.0431,0.117,-0.89,-0.461,0.0691,34.35,5,NORMAL,0
6323,DC_Mini_Motor_01,21,215,2026-05-02 16:21:32,0.0368,0.0305,0.9459,0.041,-0.875,2.461,0.0692,33.75,5,NORMAL,0
6324,DC_Mini_Motor_01,21,216,2026-05-02 16:21:47,-0.0533,-0.0453,0.9437,0.57,-0.574,2.373,0.0821,34.51,5,NORMAL,0
6325,DC_Mini_Motor_01,21,217,2026-05-02 16:22:02,-0.0278,-0.0654,0.9901,-0.933,1.213,-0.138,0.0677,35.46,4,WATCH,1
6326,DC_Mini_Motor_01,21,218,2026-05-02 16:22:17,0.0355,-0.0135,1.0469,1.205,0.498,-1.634,0.0653,34.39,5,NORMAL,0
6327,DC_Mini_Motor_01,21,219,2026-05-02 16:22:32,0.0162,-0.0199,1.0031,-0.957,-1.08,-0.207,0.0369,34.38,5,NORMAL,0
6328,DC_Mini_Motor_01,21,220,2026-05-02 16:22:47,0.0684,0.029,1.0253,-0.645,-1.033,0.121,0.0595,34.05,5,NORMAL,0
6329,DC_Mini_Motor_01,21,221,2026-05-02 16:23:02,0.0462,-0.0269,1.0481,-0.091,1.028,-1.138,0.0748,35.13,4,WATCH,1
6330,DC_Mini_Motor_01,21,222,2026-05-02 16:23:17,0.0054,0.0449,0.958,0.332,1.529,0.654,0.058,33.93,5,NORMAL,0
6331,DC_Mini_Motor_01,21,223,2026-05-02 16:23:32,0.0143,0.0386,0.9733,-0.693,0.489,1.52,0.0487,33.89,5,NORMAL,0
6332,DC_Mini_Motor_01,21,224,2026-05-02 16:23:47,-0.0002,0.0051,0.9115,1.228,0.096,0.251,0.0753,34.54,5,NORMAL,0
6333,DC_Mini_Motor_01,21,225,2026-05-02 16:24:02,-0.0066,-0.0341,0.9696,-0.209,0.594,1.083,0.0401,34.06,5,NORMAL,0
6334,DC_Mini_Motor_01,21,226,2026-05-02 16:24:17,-0.0294,-0.041,1.0461,0.052,0.329,2.357,0.0745,34.24,5,NORMAL,0
6335,DC_Mini_Motor_01,21,227,2026-05-02 16:24:32,0.0103,0.0052,1.0537,-0.471,1.452,-0.052,0.0493,34.1,5,NORMAL,0
6336,DC_Mini_Motor_01,21,228,2026-05-02 16:24:47,-0.0116,0.0071,0.9101,-0.98,-0.345,-0.417,0.0913,34.13,5,NORMAL,0
